UID,Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus
8655,Mar,1,Friday,Chevrolet,Rural,Friday,Mar,2,Male,Married
11798,Mar,5,Thursday,Honda,Urban,Friday,Jun,2,Male,Married
9416,Jun,2,Saturday,Toyota,Urban,Wednesday,Jun,3,Female,Married
5621,Jun,4,Thursday,Toyota,Urban,Monday,Jun,4,Male,Married
10041,Nov,1,Thursday,Honda,Urban,Friday,Nov,1,Female,Married
8306,May,3,Friday,Pontiac,Urban,Monday,May,4,Female,Single
4539,Jul,2,Monday,Pontiac,Urban,Wednesday,Jul,2,Male,Married
7955,Sep,1,Tuesday,Saab,Urban,Thursday,Sep,2,Male,Married
6618,Aug,4,Monday,Honda,Urban,Monday,Aug,5,Male,Single
7773,Dec,4,Saturday,Pontiac,Rural,Tuesday,Dec,4,Male,Married
8434,Oct,3,Sunday,Mazda,Urban,Tuesday,Oct,3,Male,Married
11075,Mar,3,Sunday,Mazda,Urban,Tuesday,Mar,4,Male,Married
7811,Jun,2,Friday,Pontiac,Urban,Tuesday,Jun,2,Male,Married
14882,Oct,1,Wednesday,Pontiac,Urban,Monday,Oct,3,Male,Married
7575,Nov,1,Wednesday,Honda,Urban,Wednesday,Nov,1,Male,Married
3065,Apr,4,Sunday,Accura,Rural,Wednesday,May,1,Male,Married
13592,Sep,1,Thursday,Chevrolet,Urban,Monday,Sep,1,Male,Married
9153,Aug,1,Thursday,Pontiac,Rural,Thursday,Aug,1,Male,Single
13920,Mar,3,Monday,Honda,Urban,Tuesday,Mar,3,Male,Married
10597,Sep,4,Sunday,Mazda,Urban,Tuesday,Sep,4,Male,Married
11315,Mar,1,Thursday,Pontiac,Urban,Friday,Mar,1,Female,Married
6425,Dec,1,Tuesday,Mazda,Urban,Wednesday,Dec,3,Male,Married
12744,Nov,3,Sunday,Pontiac,Urban,Wednesday,Dec,2,Male,Married
12140,Jan,4,Thursday,Honda,Urban,Monday,Feb,1,Male,Married
8581,Jul,1,Friday,Chevrolet,Urban,Friday,Jul,2,Male,Married
7537,Aug,4,Sunday,Ford,Urban,Monday,Sep,3,Male,Married
10355,Jan,3,Tuesday,Toyota,Urban,Wednesday,Jan,3,Male,Married
9223,Jun,1,Friday,Accura,Urban,Tuesday,Jun,1,Male,Married
13615,Oct,4,Saturday,Pontiac,Urban,Monday,Oct,4,Male,Married
11685,Jul,3,Saturday,Mazda,Rural,Friday,Jul,4,Male,Married
8838,Apr,3,Friday,Pontiac,Urban,Tuesday,Apr,3,Female,Married
8932,Aug,3,Tuesday,Mazda,Urban,Wednesday,Aug,3,Male,Married
5308,Jan,2,Friday,Toyota,Urban,Tuesday,Jan,2,Male,Married
4642,Dec,3,Wednesday,Toyota,Urban,Thursday,Dec,3,Male,Single
13295,Mar,3,Thursday,Pontiac,Urban,Thursday,Mar,4,Male,Single
3342,Oct,1,Tuesday,Pontiac,Urban,Tuesday,Oct,1,Male,Married
10601,Mar,1,Monday,Toyota,Urban,Wednesday,Mar,2,Male,Married
1353,Nov,2,Saturday,Honda,Urban,Monday,Nov,3,Male,Married
2237,Jan,3,Friday,Toyota,Urban,Friday,Mar,4,Male,Married
9126,Oct,2,Tuesday,Honda,Urban,Friday,Oct,2,Male,Married
4084,Jul,3,Monday,Pontiac,Urban,Friday,Jul,4,Male,Married
10827,Mar,2,Tuesday,Pontiac,Urban,Thursday,Mar,2,Male,Married
12918,Aug,1,Saturday,Honda,Urban,Monday,Aug,2,Male,Married
14508,May,5,Saturday,Toyota,Urban,Monday,May,5,Female,Single
14131,Feb,1,Tuesday,Pontiac,Urban,Thursday,Feb,2,Male,Married
14302,Aug,1,Tuesday,Mazda,Urban,Wednesday,Aug,1,Female,Married
14025,Aug,3,Monday,Pontiac,Urban,Tuesday,Sep,3,Male,Married
11615,Jun,3,Thursday,Pontiac,Urban,Friday,Jun,3,Male,Married
7611,Oct,5,Monday,Mazda,Rural,Wednesday,Nov,1,Male,Married
13978,Mar,2,Saturday,Accura,Urban,Wednesday,Mar,3,Male,Married
9907,May,3,Saturday,Honda,Urban,Monday,May,4,Male,Married
2002,Jan,3,Wednesday,Ford,Urban,Friday,Jan,4,Male,Single
13064,Dec,2,Wednesday,Chevrolet,Urban,Wednesday,Dec,2,Male,Married
1779,Apr,3,Monday,Mazda,Urban,Thursday,Apr,4,Male,Single
1939,Jan,2,Wednesday,Chevrolet,Urban,Tuesday,Jan,3,Female,Single
11758,Aug,3,Tuesday,Honda,Rural,Wednesday,Aug,5,Male,Married
4789,Dec,3,Friday,Accura,Urban,Monday,Dec,3,Male,Married
5297,Feb,1,Sunday,Toyota,Urban,Monday,Feb,2,Male,Married
9993,Sep,3,Tuesday,Ford,Urban,Wednesday,Oct,1,Male,Married
9800,Dec,1,Friday,Mazda,Urban,Monday,Dec,1,Male,Single
10496,Feb,1,Wednesday,Toyota,Urban,Wednesday,Feb,2,Male,Married
13795,May,3,Thursday,Chevrolet,Rural,Friday,May,3,Female,Married
9147,Oct,1,Friday,Toyota,Urban,Monday,Oct,2,Female,Single
275,Jan,1,Tuesday,Honda,Urban,Friday,Jan,3,Male,Single
8139,Dec,2,Tuesday,Pontiac,Urban,Thursday,Dec,5,Male,Married
9488,Jul,1,Sunday,Mazda,Urban,Monday,Jul,1,Male,Single
2081,May,3,Sunday,Pontiac,Urban,Monday,May,3,Male,Married
14864,Oct,3,Sunday,Mazda,Urban,Wednesday,Oct,3,Male,Married
8176,Sep,4,Friday,Pontiac,Rural,Monday,Sep,4,Male,Married
174,Feb,1,Monday,Honda,Urban,Tuesday,Feb,2,Female,Single
14512,Sep,4,Thursday,Honda,Urban,Tuesday,Oct,1,Female,Married
6627,Nov,1,Sunday,Mazda,Urban,Monday,Nov,2,Male,Married
8240,Jun,2,Thursday,Toyota,Urban,Tuesday,Jun,3,Male,Married
13194,Nov,3,Monday,Pontiac,Urban,Tuesday,Nov,3,Male,Single
13248,Apr,3,Friday,Chevrolet,Rural,Monday,Apr,3,Male,Single
12036,May,2,Monday,Mazda,Urban,Monday,Jun,1,Male,Married
13275,Apr,2,Thursday,VW,Urban,Tuesday,Apr,2,Male,Single
580,Jun,1,Wednesday,Pontiac,Urban,Friday,Jun,1,Male,Married
13224,Sep,2,Tuesday,Pontiac,Urban,Friday,Sep,4,Male,Married
5085,Oct,1,Thursday,Pontiac,Rural,Tuesday,Oct,2,Female,Married
225,Nov,3,Monday,Pontiac,Urban,Monday,Nov,3,Male,Married
14624,Jul,5,Friday,Mazda,Urban,Monday,Aug,2,Male,Married
5617,Oct,3,Friday,Honda,Urban,Friday,Oct,3,Male,Single
9850,Aug,5,Tuesday,Honda,Urban,Tuesday,Aug,5,Male,Married
13407,Nov,2,Wednesday,Mazda,Urban,Monday,Nov,3,Male,Married
7960,Nov,2,Monday,Toyota,Urban,Monday,Nov,2,Male,Single
10361,Jan,4,Thursday,Pontiac,Urban,Tuesday,Feb,1,Male,Married
3144,Dec,4,Monday,Honda,Urban,Monday,Jan,1,Male,Married
9077,Feb,1,Saturday,Toyota,Urban,Monday,Feb,3,Male,Married
6835,Oct,1,Sunday,Pontiac,Urban,Friday,Oct,2,Male,Single
11563,May,4,Friday,Chevrolet,Urban,Monday,May,5,Female,Single
11154,Mar,5,Monday,VW,Urban,Tuesday,May,1,Male,Single
14868,Jun,3,Tuesday,Honda,Urban,Friday,Jun,4,Male,Married
9613,Jan,4,Thursday,Pontiac,Urban,Friday,Feb,1,Female,Single
10445,Feb,2,Monday,Pontiac,Urban,Monday,Feb,2,Male,Married
4089,Oct,4,Thursday,Pontiac,Urban,Monday,Oct,5,Male,Married
9587,Dec,1,Thursday,Chevrolet,Urban,Friday,Dec,1,Male,Married
8919,Nov,1,Thursday,Pontiac,Urban,Thursday,Nov,1,Male,Married
1858,Jan,1,Sunday,Mazda,Urban,Thursday,Feb,1,Male,Married
4261,Jan,5,Monday,Mazda,Rural,Thursday,Feb,3,Female,Married
13041,Dec,2,Sunday,Accura,Urban,Friday,Dec,3,Male,Married
8963,Dec,5,Friday,Honda,Urban,Tuesday,Jan,1,Male,Married
5020,Oct,1,Thursday,Toyota,Urban,Thursday,Oct,2,Male,Married
11207,Apr,4,Saturday,Honda,Rural,Thursday,May,1,Male,Single
13278,Jul,1,Monday,Pontiac,Rural,Wednesday,Jul,2,Male,Single
10266,Jan,3,Friday,Chevrolet,Urban,Friday,Jan,3,Male,Married
3395,Jan,4,Wednesday,Mazda,Urban,Wednesday,Jan,4,Male,Single
11723,Nov,1,Sunday,Pontiac,Rural,Tuesday,Nov,2,Female,Single
8238,Dec,3,Monday,Honda,Urban,Wednesday,Dec,3,Male,Married
2267,Aug,5,Tuesday,Pontiac,Urban,Monday,Sep,1,Male,Married
6531,Nov,3,Thursday,Honda,Rural,Friday,Nov,3,Male,Single
8304,Sep,3,Saturday,Accura,Rural,Thursday,Oct,1,Male,Single
3027,Aug,4,Friday,Toyota,Urban,Monday,Sep,2,Male,Single
4933,Jul,3,Monday,Mercury,Urban,Tuesday,Jul,3,Male,Married
14990,Dec,2,Wednesday,Mazda,Urban,Friday,Dec,2,Male,Married
13165,Apr,3,Friday,Toyota,Urban,Friday,May,1,Female,Married
2284,Aug,3,Tuesday,Honda,Urban,Wednesday,Nov,1,Male,Married
6187,Nov,5,Tuesday,Pontiac,Urban,Tuesday,Nov,5,Male,Married
7140,Nov,4,Thursday,Ford,Rural,Thursday,Nov,4,Male,Married
5780,Aug,3,Thursday,Toyota,Urban,Friday,Aug,3,Male,Single
5866,Oct,2,Tuesday,Toyota,Urban,Monday,Oct,3,Male,Single
2572,Nov,3,Saturday,Pontiac,Urban,Monday,Nov,3,Male,Married
3507,Mar,4,Wednesday,Saab,Rural,Monday,Apr,1,Male,Married
13196,Oct,2,Monday,Toyota,Urban,Thursday,Oct,2,Male,Married
4765,Jun,4,Tuesday,Chevrolet,Urban,Wednesday,Jun,4,Male,Married
14515,Sep,2,Monday,Toyota,Rural,Sunday,Oct,1,Male,Married
11421,Oct,5,Saturday,Toyota,Urban,Tuesday,Nov,2,Male,Married
5329,Dec,5,Friday,Toyota,Urban,Monday,Jan,1,Male,Divorced
6774,Jul,5,Saturday,Toyota,Rural,Thursday,Aug,5,Female,Single
12249,Oct,2,Saturday,Toyota,Urban,Thursday,Oct,2,Male,Married
419,Oct,3,Saturday,Pontiac,Urban,Monday,Oct,3,Female,Single
13019,Aug,2,Thursday,Mazda,Urban,Friday,Aug,2,Male,Single
15361,Feb,2,Thursday,Honda,Urban,Saturday,Feb,2,Male,Single
3253,Jun,5,Wednesday,Pontiac,Urban,Thursday,Jul,2,Male,Married
7024,Dec,5,Tuesday,Saab,Urban,Tuesday,Jan,1,Male,Married
8431,Jan,4,Tuesday,Honda,Urban,Tuesday,Jan,4,Female,Widow
9875,Sep,3,Thursday,Mazda,Urban,Tuesday,Sep,3,Male,Single
11907,Mar,3,Wednesday,Pontiac,Urban,Monday,Mar,4,Male,Married
5370,Feb,2,Saturday,Pontiac,Urban,Wednesday,Apr,1,Male,Married
4781,Jul,2,Friday,Toyota,Urban,Thursday,Jul,3,Male,Married
14673,Sep,3,Tuesday,Pontiac,Urban,Thursday,Sep,4,Female,Married
3326,Apr,1,Tuesday,Mazda,Urban,Tuesday,Apr,1,Male,Married
9764,May,2,Tuesday,Honda,Urban,Tuesday,May,2,Male,Married
861,Aug,1,Thursday,Honda,Rural,Wednesday,Aug,2,Male,Married
4053,Apr,3,Tuesday,Pontiac,Urban,Wednesday,Apr,3,Male,Married
5423,Jul,5,Friday,Honda,Urban,Friday,Jul,5,Male,Married
4761,Aug,2,Monday,Mazda,Urban,Tuesday,Aug,2,Male,Married
11164,Nov,5,Tuesday,Toyota,Urban,Tuesday,Dec,4,Male,Single
1015,Sep,2,Wednesday,Chevrolet,Urban,Thursday,Oct,2,Male,Married
4735,Aug,1,Monday,Chevrolet,Urban,Tuesday,Aug,1,Male,Married
14391,May,1,Sunday,Pontiac,Urban,Wednesday,May,1,Male,Single
9923,Jul,2,Monday,Pontiac,Urban,Wednesday,Sep,3,Male,Married
7095,Jan,2,Tuesday,Toyota,Rural,Wednesday,Jan,2,Male,Married
10684,Jul,1,Tuesday,Chevrolet,Urban,Tuesday,Jul,1,Male,Married
11316,Jul,1,Wednesday,Honda,Urban,Wednesday,Jul,1,Male,Married
5213,Jun,3,Monday,Chevrolet,Urban,Friday,Jun,4,Male,Single
8999,Nov,3,Monday,Mazda,Urban,Monday,Nov,3,Female,Married
8065,Oct,4,Saturday,Toyota,Urban,Tuesday,Oct,4,Male,Married
5225,Jan,1,Wednesday,Chevrolet,Urban,Tuesday,Jan,2,Male,Married
6102,Dec,1,Saturday,Saab,Urban,Monday,Dec,1,Male,Married
4707,Dec,4,Sunday,Honda,Urban,Tuesday,Dec,4,Male,Married
2258,May,2,Wednesday,Mazda,Urban,Thursday,May,2,Male,Married
13225,Jun,5,Thursday,Accura,Urban,Wednesday,Jul,2,Male,Married
12115,Mar,3,Saturday,Toyota,Urban,Tuesday,Mar,4,Male,Married
9950,Mar,3,Thursday,Saab,Rural,Wednesday,Mar,4,Male,Single
3942,Mar,1,Friday,Toyota,Urban,Thursday,Mar,2,Male,Single
5231,Nov,2,Monday,Toyota,Urban,Wednesday,Nov,3,Male,Married
407,Nov,3,Thursday,Pontiac,Urban,Monday,Nov,5,Male,Married
14510,Aug,3,Saturday,Ford,Urban,Thursday,Aug,4,Male,Married
2638,Jul,5,Monday,Pontiac,Urban,Monday,Aug,3,Male,Married
10234,Sep,3,Tuesday,Pontiac,Urban,Monday,Sep,4,Male,Married
13210,Jun,5,Wednesday,Ford,Rural,Thursday,Aug,5,Male,Married
2996,May,2,Thursday,Pontiac,Rural,Tuesday,May,3,Male,Married
3070,Dec,4,Thursday,Honda,Urban,Wednesday,Dec,5,Male,Married
9822,Nov,4,Sunday,Honda,Urban,Monday,Nov,4,Male,Married
13973,Aug,2,Thursday,Mazda,Urban,Friday,Aug,2,Female,Married
14321,Sep,2,Sunday,Toyota,Urban,Thursday,Sep,3,Male,Single
4441,Aug,1,Saturday,Mazda,Urban,Friday,Aug,2,Male,Single
3103,Dec,3,Friday,Toyota,Urban,Friday,Dec,4,Male,Single
3464,Feb,2,Saturday,Pontiac,Rural,Tuesday,Feb,3,Male,Married
3254,Jul,1,Friday,Pontiac,Urban,Saturday,Jul,1,Male,Married
10484,Mar,1,Sunday,Mazda,Rural,Wednesday,Mar,2,Male,Single
6692,Oct,1,Friday,Honda,Urban,Friday,Oct,1,Male,Married
14679,May,1,Thursday,Chevrolet,Urban,Monday,Jul,1,Male,Single
12489,Mar,2,Friday,Toyota,Urban,Tuesday,Mar,3,Male,Single
11868,May,3,Sunday,Chevrolet,Urban,Friday,May,3,Male,Single
4917,Jan,1,Sunday,Pontiac,Urban,Monday,Jan,4,Male,Married
6319,Nov,1,Sunday,Toyota,Urban,Monday,Nov,1,Female,Married
9652,Jul,4,Monday,Honda,Urban,Wednesday,Jul,4,Male,Single
15192,Apr,4,Friday,Pontiac,Urban,Thursday,Jan,4,Male,Married
11173,Sep,2,Friday,Honda,Urban,Wednesday,Sep,3,Male,Single
15357,Jun,3,Tuesday,Pontiac,Urban,Wednesday,Jun,3,Male,Married
3164,Jan,2,Friday,Mazda,Urban,Friday,Mar,2,Male,Married
1433,Jul,4,Thursday,Pontiac,Urban,Thursday,Jul,4,Male,Married
12021,Dec,4,Friday,Mazda,Urban,Monday,Dec,4,Male,Married
5047,Sep,3,Sunday,Pontiac,Urban,Friday,Sep,4,Male,Married
13343,Jan,1,Wednesday,Pontiac,Urban,Thursday,Jan,1,Male,Single
14119,Apr,1,Monday,Pontiac,Urban,Thursday,Apr,2,Female,Married
8368,Jun,5,Wednesday,Pontiac,Urban,Friday,Jul,2,Male,Married
12428,Feb,4,Friday,Toyota,Urban,Monday,Feb,5,Female,Single
11092,Mar,2,Monday,Toyota,Urban,Wednesday,May,1,Male,Married
800,May,1,Monday,Toyota,Urban,Thursday,May,1,Male,Married
3548,May,2,Monday,Chevrolet,Urban,Wednesday,May,2,Female,Married
10418,Dec,4,Sunday,Accura,Urban,Thursday,Jan,1,Male,Single
12258,Mar,2,Saturday,Toyota,Urban,Monday,Mar,3,Female,Married
2972,Dec,2,Sunday,Chevrolet,Urban,Wednesday,Dec,2,Female,Married
2757,Apr,3,Sunday,Toyota,Urban,Tuesday,Apr,4,Male,Married
5942,Mar,2,Tuesday,Chevrolet,Urban,Friday,Mar,2,Male,Married
11522,Apr,2,Thursday,Ford,Urban,Tuesday,Apr,3,Male,Married
7699,May,1,Wednesday,Mazda,Urban,Thursday,May,1,Male,Single
2949,Mar,1,Sunday,Chevrolet,Urban,Monday,Mar,1,Male,Married
11468,Apr,2,Friday,Mazda,Urban,Monday,Apr,2,Female,Single
10844,Oct,3,Monday,Pontiac,Urban,Monday,Oct,3,Male,Married
8544,Feb,4,Saturday,Toyota,Urban,Wednesday,Mar,1,Male,Married
7163,Oct,3,Tuesday,Pontiac,Urban,Tuesday,Oct,4,Female,Single
5898,Apr,2,Saturday,Honda,Urban,Sunday,Apr,2,Male,Single
383,Oct,5,Friday,VW,Urban,Friday,Oct,5,Male,Married
10669,Feb,4,Monday,Accura,Urban,Tuesday,Feb,5,Male,Married
2266,Sep,1,Thursday,Honda,Urban,Tuesday,Sep,2,Male,Married
9715,Oct,4,Friday,Pontiac,Urban,Friday,Oct,4,Male,Married
10311,Jun,3,Monday,Pontiac,Urban,Thursday,Jun,4,Male,Married
3521,Mar,1,Friday,Accura,Urban,Friday,Mar,1,Male,Married
6614,Nov,4,Monday,Honda,Urban,Friday,Dec,1,Male,Married
4320,Jul,4,Wednesday,Chevrolet,Urban,Thursday,Jul,4,Male,Married
1973,Feb,1,Tuesday,Ford,Urban,Friday,Feb,1,Male,Married
11634,May,4,Thursday,Pontiac,Urban,Tuesday,May,5,Male,Single
2948,Mar,2,Saturday,Toyota,Urban,Monday,Mar,2,Male,Married
9920,Jun,2,Wednesday,Chevrolet,Urban,Wednesday,Jun,3,Male,Married
367,May,5,Saturday,Honda,Urban,Wednesday,Jun,3,Male,Married
8616,Jan,3,Thursday,Pontiac,Urban,Tuesday,Jan,4,Male,Married
7251,Oct,4,Saturday,Toyota,Urban,Monday,Oct,4,Male,Married
4600,Nov,1,Sunday,Toyota,Urban,Thursday,Nov,2,Male,Married
14622,Aug,1,Sunday,Pontiac,Urban,Wednesday,Aug,4,Male,Married
3694,Feb,1,Friday,Pontiac,Urban,Thursday,Mar,4,Male,Single
1432,Jul,3,Saturday,Pontiac,Urban,Monday,Jul,3,Male,Married
13546,Oct,1,Sunday,Pontiac,Urban,Monday,Oct,1,Male,Married
9024,Mar,3,Sunday,Toyota,Urban,Monday,Mar,3,Male,Married
327,Jul,3,Thursday,Honda,Urban,Friday,Jul,3,Male,Married
10634,Feb,3,Monday,Toyota,Urban,Friday,Feb,3,Male,Single
5427,Nov,2,Saturday,Mazda,Rural,Wednesday,Nov,3,Male,Single
8759,Feb,4,Tuesday,Pontiac,Urban,Friday,Feb,4,Male,Married
605,Jul,4,Monday,Mazda,Urban,Tuesday,Jul,4,Male,Married
3007,Aug,4,Thursday,Pontiac,Urban,Tuesday,Sep,1,Male,Married
11427,Aug,3,Wednesday,Chevrolet,Urban,Monday,Aug,4,Male,Married
6903,Feb,4,Friday,Mazda,Urban,Tuesday,Mar,1,Male,Married
6130,Oct,3,Saturday,Honda,Urban,Tuesday,Oct,3,Male,Married
1161,Feb,4,Saturday,Chevrolet,Urban,Tuesday,Feb,5,Male,Married
12535,Jun,4,Monday,Toyota,Urban,Monday,Jun,4,Male,Single
14111,Apr,3,Wednesday,Toyota,Urban,Friday,Apr,5,Male,Single
5708,Sep,2,Tuesday,Honda,Urban,Wednesday,Sep,2,Male,Single
6246,Jun,5,Wednesday,Mazda,Urban,Friday,Jul,1,Male,Single
1439,Jul,1,Friday,Pontiac,Urban,Friday,Sep,4,Female,Married
1476,May,3,Sunday,Toyota,Urban,Thursday,May,4,Male,Married
4803,Mar,3,Thursday,Dodge,Urban,Monday,Mar,3,Male,Single
998,Feb,1,Wednesday,Pontiac,Rural,Friday,Feb,1,Male,Married
9316,Mar,1,Thursday,Pontiac,Urban,Wednesday,Apr,1,Female,Single
11865,Mar,4,Friday,Toyota,Urban,Monday,Mar,4,Male,Married
3619,Dec,5,Wednesday,Toyota,Urban,Monday,Jan,1,Male,Married
11139,Mar,5,Wednesday,Pontiac,Urban,Thursday,Mar,5,Male,Married
8327,Jul,3,Wednesday,Pontiac,Urban,Friday,Sep,1,Male,Married
8234,Sep,3,Sunday,Pontiac,Urban,Thursday,Sep,4,Male,Married
1130,Dec,2,Friday,Toyota,Urban,Tuesday,Dec,2,Male,Married
7388,Nov,2,Monday,Chevrolet,Urban,Monday,Nov,2,Male,Single
1725,Apr,1,Thursday,Toyota,Urban,Tuesday,Apr,4,Male,Married
11964,May,2,Monday,Pontiac,Urban,Thursday,May,2,Male,Married
4641,Feb,1,Friday,Mazda,Rural,Monday,Feb,2,Male,Married
3761,Apr,5,Saturday,Pontiac,Rural,Wednesday,May,1,Male,Married
5455,Sep,3,Friday,Chevrolet,Urban,Wednesday,Sep,3,Female,Married
3896,Mar,2,Monday,Pontiac,Urban,Tuesday,Mar,2,Male,Single
682,Nov,2,Friday,Pontiac,Urban,Wednesday,Nov,4,Male,Married
1888,Mar,2,Tuesday,Chevrolet,Urban,Wednesday,Mar,2,Female,Married
13369,Nov,3,Thursday,Pontiac,Urban,Friday,Nov,3,Male,Married
9710,Mar,2,Tuesday,Honda,Urban,Wednesday,Apr,1,Male,Married
5534,Oct,1,Saturday,Mazda,Urban,Friday,Nov,1,Male,Single
2218,Feb,1,Monday,Accura,Urban,Friday,Feb,2,Female,Married
3747,May,3,Thursday,Honda,Urban,Thursday,May,3,Male,Married
7909,Mar,4,Monday,Mazda,Urban,Monday,May,2,Male,Single
15263,Jul,1,Tuesday,Pontiac,Urban,Thursday,Jul,3,Male,Single
2388,Mar,5,Tuesday,Toyota,Urban,Tuesday,Apr,1,Male,Married
13022,Jun,3,Friday,Toyota,Urban,Tuesday,Jun,3,Female,Married
6744,Oct,4,Monday,Chevrolet,Rural,Thursday,Oct,4,Male,Married
9071,Feb,4,Saturday,Toyota,Urban,Thursday,Apr,2,Male,Married
4971,Nov,3,Monday,Mazda,Rural,Monday,Nov,3,Male,Married
7168,May,2,Wednesday,Pontiac,Rural,Thursday,May,2,Male,Married
9325,Jul,5,Sunday,Pontiac,Rural,Tuesday,Aug,1,Female,Single
6026,Jul,5,Friday,Toyota,Urban,Friday,Jul,5,Male,Married
8792,Feb,2,Monday,Pontiac,Urban,Tuesday,Feb,2,Male,Married
8251,Mar,4,Saturday,Accura,Urban,Friday,Jun,1,Male,Married
3216,Apr,5,Friday,Pontiac,Urban,Friday,May,1,Female,Married
8421,Jan,5,Monday,Toyota,Urban,Tuesday,Jan,5,Male,Single
335,Aug,4,Tuesday,Toyota,Urban,Monday,Aug,5,Female,Married
6188,Dec,1,Thursday,VW,Urban,Thursday,Dec,3,Male,Married
6723,Dec,3,Sunday,Toyota,Urban,Friday,Dec,4,Male,Married
13185,Jan,5,Monday,Pontiac,Urban,Tuesday,Apr,4,Male,Married
6995,Jan,2,Wednesday,Mazda,Urban,Thursday,Jan,2,Male,Married
10883,Jul,3,Wednesday,Pontiac,Urban,Wednesday,Jul,3,Female,Married
6694,May,3,Tuesday,Pontiac,Rural,Tuesday,May,3,Male,Married
3356,May,1,Thursday,Pontiac,Urban,Thursday,May,2,Male,Married
9398,Dec,3,Monday,Honda,Urban,Wednesday,Dec,4,Female,Married
5535,Sep,3,Tuesday,Pontiac,Urban,Wednesday,Sep,5,Male,Married
4145,Jun,1,Wednesday,Accura,Urban,Friday,Jun,2,Male,Married
4963,Nov,4,Wednesday,Toyota,Urban,Monday,Dec,1,Male,Married
3167,Jan,1,Sunday,Pontiac,Urban,Thursday,Dec,5,Male,Married
10683,Jun,5,Friday,Toyota,Urban,Tuesday,Jul,1,Female,Married
9564,Jun,2,Tuesday,Mazda,Urban,Tuesday,Jun,2,Male,Married
1912,Dec,5,Thursday,Toyota,Urban,Tuesday,Jan,1,Male,Single
231,Apr,2,Friday,Mazda,Urban,Friday,Apr,2,Male,Married
13708,Jul,4,Sunday,Mazda,Urban,Wednesday,Jul,4,Female,Single
8211,May,1,Monday,Toyota,Urban,Friday,May,1,Male,Married
4689,Dec,4,Thursday,Pontiac,Urban,Friday,Dec,4,Male,Married
2314,Mar,4,Thursday,Chevrolet,Urban,Tuesday,Mar,5,Male,Married
15368,Nov,2,Friday,Pontiac,Urban,Friday,Nov,3,Male,Married
6100,Oct,4,Wednesday,Toyota,Urban,Monday,Oct,5,Male,Single
1758,Dec,5,Wednesday,Honda,Urban,Thursday,Jan,2,Male,Married
14941,Jan,2,Tuesday,Pontiac,Urban,Tuesday,Jan,2,Female,Married
9193,Apr,4,Monday,VW,Urban,Tuesday,May,2,Male,Divorced
12747,Jun,1,Saturday,Pontiac,Urban,Friday,Jun,4,Male,Married
7542,Jul,4,Tuesday,Honda,Urban,Wednesday,Jul,4,Male,Married
2673,Aug,4,Wednesday,Mazda,Urban,Thursday,Aug,4,Male,Single
1062,Feb,1,Saturday,Chevrolet,Urban,Monday,Feb,2,Male,Married
10466,Feb,4,Wednesday,Toyota,Urban,Thursday,Feb,4,Male,Married
1850,Jan,2,Saturday,Toyota,Urban,Tuesday,Jan,3,Male,Married
5726,May,3,Sunday,Toyota,Urban,Monday,May,3,Male,Married
8352,Dec,1,Friday,Honda,Urban,Friday,Dec,3,Female,Married
13621,Aug,1,Wednesday,Honda,Urban,Thursday,Aug,1,Male,Married
4004,Oct,1,Wednesday,Honda,Urban,Thursday,Oct,1,Male,Married
15319,Mar,4,Monday,Pontiac,Urban,Tuesday,Mar,5,Male,Single
15241,Jun,1,Wednesday,Mazda,Rural,Wednesday,Jun,2,Male,Married
6662,Dec,4,Thursday,Toyota,Urban,Wednesday,Dec,5,Male,Single
1994,Mar,2,Sunday,Toyota,Urban,Tuesday,Mar,3,Male,Married
10906,Jul,3,Saturday,Honda,Urban,Thursday,Jul,4,Male,Single
1462,Sep,4,Wednesday,Mazda,Urban,Thursday,Sep,5,Female,Married
2568,Dec,1,Sunday,Honda,Urban,Tuesday,Dec,4,Male,Single
3632,Jan,2,Tuesday,Mazda,Urban,Wednesday,Jan,2,Female,Married
9717,Dec,3,Sunday,Honda,Urban,Tuesday,Dec,3,Male,Single
344,Sep,4,Monday,Chevrolet,Urban,Wednesday,Sep,4,Male,Married
730,Jul,5,Friday,Mazda,Rural,Thursday,Aug,1,Male,Married
12774,Jul,4,Thursday,Chevrolet,Urban,Monday,Aug,1,Female,Single
15339,Dec,4,Wednesday,Chevrolet,Rural,Wednesday,Dec,5,Male,Married
2755,May,2,Monday,Toyota,Urban,Friday,May,2,Male,Married
14859,Apr,5,Saturday,Pontiac,Urban,Friday,May,1,Male,Married
6611,Dec,4,Tuesday,Chevrolet,Urban,Thursday,Dec,5,Male,Married
7701,Nov,1,Thursday,Toyota,Urban,Friday,Nov,3,Male,Married
7219,Jun,1,Friday,Pontiac,Urban,Tuesday,Jun,2,Male,Married
8785,Oct,1,Saturday,Toyota,Urban,Monday,Oct,1,Female,Single
7258,May,2,Monday,Pontiac,Rural,Monday,May,2,Male,Married
3325,Apr,1,Monday,Honda,Urban,Friday,Apr,2,Male,Married
2681,Jul,2,Monday,Toyota,Rural,Tuesday,Jul,2,Male,Married
6970,Feb,1,Friday,Pontiac,Urban,Monday,Feb,2,Male,Married
10346,Feb,3,Saturday,Pontiac,Urban,Tuesday,Feb,4,Male,Single
