age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,uid
47,admin.,married,secondary,no,829,yes,yes,cellular,18,nov,48,1,188,1,failure,no,24960
47,blue-collar,married,secondary,no,3237,yes,no,cellular,18,nov,38,1,187,3,failure,no,24961
35,technician,married,secondary,no,222,yes,no,cellular,18,nov,233,1,190,6,failure,no,24962
40,technician,married,secondary,no,5811,yes,no,cellular,18,nov,172,1,-1,0,unknown,no,24963
52,self-employed,divorced,tertiary,no,10653,yes,no,cellular,18,nov,336,1,-1,0,unknown,no,24964
40,management,married,tertiary,no,3185,no,no,cellular,18,nov,109,1,-1,0,unknown,no,24965
34,technician,married,tertiary,no,178,yes,no,cellular,18,nov,85,1,-1,0,unknown,no,24966
42,management,single,tertiary,yes,130,yes,yes,cellular,18,nov,112,1,-1,0,unknown,no,24967
52,entrepreneur,married,tertiary,no,54,yes,yes,telephone,18,nov,103,1,-1,0,unknown,no,24968
32,entrepreneur,divorced,secondary,no,-934,yes,no,cellular,18,nov,50,1,-1,0,unknown,no,24969
39,admin.,married,secondary,no,3732,yes,no,cellular,18,nov,515,1,181,2,failure,no,24970
39,self-employed,married,tertiary,no,585,yes,no,cellular,18,nov,48,1,181,3,failure,no,24971
34,admin.,married,tertiary,no,3520,no,no,cellular,18,nov,95,1,-1,0,unknown,no,24972
31,management,married,tertiary,no,0,yes,no,cellular,18,nov,47,1,-1,0,unknown,no,24973
58,self-employed,married,tertiary,no,2596,no,no,telephone,18,nov,15,2,-1,0,unknown,no,24974
48,technician,married,tertiary,no,0,no,yes,cellular,18,nov,106,1,-1,0,unknown,no,24975
50,services,married,primary,no,2603,no,no,cellular,18,nov,114,1,-1,0,unknown,no,24976
41,management,married,tertiary,no,0,yes,no,cellular,18,nov,897,3,-1,0,unknown,yes,24977
55,retired,divorced,primary,no,1174,yes,no,cellular,18,nov,245,1,-1,0,unknown,no,24978
57,retired,single,tertiary,no,0,no,no,cellular,18,nov,300,1,-1,0,unknown,no,24979
46,management,married,secondary,no,0,no,no,cellular,18,nov,1855,1,-1,0,unknown,yes,24980
43,management,married,secondary,no,2115,yes,no,cellular,18,nov,102,1,-1,0,unknown,no,24981
40,blue-collar,divorced,secondary,no,701,no,no,unknown,18,nov,159,1,-1,0,unknown,no,24982
31,services,single,secondary,no,2038,yes,no,cellular,18,nov,239,1,182,1,failure,no,24983
50,entrepreneur,divorced,tertiary,no,541,no,no,cellular,18,nov,204,1,-1,0,unknown,no,24984
51,technician,married,tertiary,no,7338,no,no,cellular,18,nov,82,1,-1,0,unknown,no,24985
37,unemployed,single,tertiary,no,1316,yes,no,cellular,18,nov,389,1,172,2,failure,no,24986
50,technician,married,secondary,no,-353,yes,yes,cellular,18,nov,162,1,175,2,failure,no,24987
39,management,divorced,tertiary,no,5009,yes,no,cellular,18,nov,255,1,126,2,failure,no,24988
31,admin.,divorced,secondary,no,93,yes,no,cellular,18,nov,417,1,-1,0,unknown,no,24989
31,unemployed,married,secondary,no,20,no,no,telephone,18,nov,52,1,-1,0,unknown,no,24990
49,management,married,tertiary,no,0,yes,no,cellular,18,nov,102,1,-1,0,unknown,no,24991
51,self-employed,divorced,secondary,no,7848,no,no,cellular,18,nov,59,1,-1,0,unknown,no,24992
56,admin.,divorced,secondary,no,0,no,no,cellular,18,nov,100,1,154,2,failure,no,24993
51,technician,married,secondary,no,532,yes,yes,cellular,18,nov,346,1,-1,0,unknown,no,24994
36,blue-collar,married,primary,no,871,yes,yes,telephone,18,nov,2,1,-1,0,unknown,no,24995
34,entrepreneur,single,tertiary,yes,1709,no,yes,cellular,18,nov,288,1,-1,0,unknown,no,24996
52,technician,married,secondary,no,2619,yes,no,cellular,18,nov,77,2,-1,0,unknown,no,24997
34,technician,single,secondary,no,18777,yes,no,cellular,18,nov,535,1,-1,0,unknown,no,24998
54,management,divorced,tertiary,no,2171,yes,yes,telephone,18,nov,1034,1,-1,0,unknown,yes,24999
30,admin.,divorced,secondary,no,83,yes,yes,cellular,18,nov,118,2,196,1,failure,no,25000
36,management,married,tertiary,no,871,no,no,cellular,18,nov,170,1,-1,0,unknown,no,25001
55,management,married,tertiary,no,5010,no,no,cellular,18,nov,530,1,-1,0,unknown,no,25002
53,entrepreneur,married,unknown,no,19850,no,no,cellular,18,nov,52,1,165,1,failure,no,25003
46,management,married,secondary,no,430,yes,no,cellular,18,nov,91,1,-1,0,unknown,no,25004
45,blue-collar,married,primary,no,147,yes,no,cellular,18,nov,226,1,168,2,failure,no,25005
50,services,married,primary,no,1260,no,no,cellular,18,nov,172,1,-1,0,unknown,no,25006
46,technician,divorced,secondary,yes,-1361,yes,yes,cellular,18,nov,78,1,-1,0,unknown,no,25007
57,blue-collar,married,secondary,no,649,yes,no,cellular,18,nov,122,1,-1,0,unknown,no,25008
53,management,married,tertiary,no,800,no,no,cellular,18,nov,90,1,-1,0,unknown,no,25009
38,management,married,tertiary,no,595,yes,no,cellular,18,nov,70,1,-1,0,unknown,no,25010
47,entrepreneur,married,tertiary,no,0,no,no,telephone,18,nov,103,2,-1,0,unknown,no,25011
56,management,married,tertiary,no,15520,no,no,cellular,18,nov,420,1,-1,0,unknown,no,25012
33,services,single,tertiary,no,0,yes,no,cellular,18,nov,199,1,-1,0,unknown,no,25013
33,blue-collar,married,secondary,no,157,yes,no,cellular,18,nov,110,1,182,1,failure,no,25014
45,technician,married,secondary,no,3395,yes,no,cellular,18,nov,92,1,188,1,failure,no,25015
39,housemaid,married,primary,no,694,yes,yes,cellular,18,nov,91,1,168,2,other,no,25016
38,services,married,secondary,no,706,no,no,cellular,18,nov,206,2,-1,0,unknown,no,25017
39,blue-collar,divorced,primary,no,3970,yes,no,cellular,18,nov,56,1,-1,0,unknown,no,25018
31,services,single,secondary,no,32,no,no,unknown,18,nov,190,4,-1,0,unknown,no,25019
34,admin.,divorced,secondary,no,1186,yes,yes,cellular,18,nov,131,1,-1,0,unknown,no,25020
34,admin.,married,secondary,no,45,yes,no,cellular,18,nov,79,1,-1,0,unknown,no,25021
39,blue-collar,single,primary,no,267,no,no,cellular,18,nov,322,1,-1,0,unknown,no,25022
37,blue-collar,single,secondary,no,690,yes,no,cellular,18,nov,105,1,179,2,failure,no,25023
33,services,divorced,secondary,no,1529,yes,no,telephone,18,nov,41,1,-1,0,unknown,no,25024
37,services,single,secondary,no,54,yes,no,cellular,18,nov,328,2,131,1,failure,no,25025
33,technician,single,tertiary,no,179,yes,no,cellular,18,nov,432,2,181,4,other,no,25026
31,housemaid,married,primary,no,2603,yes,no,cellular,18,nov,224,1,-1,0,unknown,no,25027
33,services,married,secondary,no,1330,yes,no,cellular,18,nov,245,1,-1,0,unknown,no,25028
46,technician,single,secondary,no,1758,yes,no,cellular,18,nov,109,1,-1,0,unknown,no,25029
40,services,single,secondary,no,326,yes,no,cellular,18,nov,124,1,175,1,failure,no,25030
45,technician,married,secondary,no,1441,yes,no,cellular,18,nov,93,1,113,2,other,no,25031
51,retired,single,tertiary,no,730,yes,no,unknown,18,nov,287,2,-1,0,unknown,no,25032
31,management,married,tertiary,no,271,no,no,cellular,18,nov,89,1,-1,0,unknown,no,25033
36,technician,married,secondary,no,24,yes,no,cellular,18,nov,59,1,-1,0,unknown,no,25034
39,technician,married,secondary,no,484,no,yes,cellular,18,nov,61,1,113,3,other,no,25035
47,admin.,married,secondary,no,12845,yes,no,unknown,18,nov,117,1,-1,0,unknown,no,25036
38,blue-collar,married,secondary,no,-288,yes,yes,cellular,18,nov,68,1,165,2,failure,no,25037
30,services,single,secondary,no,1510,yes,no,cellular,18,nov,191,1,-1,0,unknown,no,25038
55,management,married,tertiary,no,16786,no,no,cellular,18,nov,90,1,-1,0,unknown,no,25039
32,management,single,tertiary,no,135,yes,yes,cellular,18,nov,67,1,-1,0,unknown,no,25040
40,technician,single,secondary,no,159,yes,no,unknown,18,nov,37,1,-1,0,unknown,no,25041
59,retired,married,tertiary,no,538,no,no,cellular,18,nov,48,2,-1,0,unknown,no,25042
51,blue-collar,married,secondary,no,0,no,no,cellular,18,nov,73,1,-1,0,unknown,no,25043
32,services,single,secondary,no,936,yes,no,cellular,18,nov,61,1,-1,0,unknown,no,25044
41,technician,married,secondary,no,2123,no,no,cellular,18,nov,232,1,102,2,failure,no,25045
50,blue-collar,divorced,primary,no,155,yes,yes,cellular,18,nov,58,1,-1,0,unknown,no,25046
49,self-employed,married,tertiary,no,8142,no,no,telephone,18,nov,500,1,-1,0,unknown,no,25047
44,technician,married,secondary,no,1901,no,no,cellular,18,nov,143,3,104,2,failure,no,25048
44,management,divorced,tertiary,no,3340,no,no,unknown,18,nov,251,1,-1,0,unknown,no,25049
50,technician,married,secondary,no,232,no,no,cellular,18,nov,90,1,-1,0,unknown,no,25050
41,blue-collar,married,secondary,no,1954,no,no,cellular,18,nov,65,1,110,2,success,no,25051
36,management,divorced,secondary,no,1655,yes,no,cellular,18,nov,155,2,-1,0,unknown,no,25052
30,management,single,tertiary,no,2995,yes,no,cellular,18,nov,329,1,-1,0,unknown,no,25053
38,management,married,tertiary,no,193,no,no,cellular,18,nov,191,1,-1,0,unknown,no,25054
35,management,divorced,tertiary,no,2287,no,no,cellular,18,nov,130,3,-1,0,unknown,no,25055
31,entrepreneur,divorced,tertiary,no,0,yes,no,cellular,18,nov,164,1,-1,0,unknown,no,25056
44,blue-collar,married,secondary,no,2455,yes,no,telephone,18,nov,18,1,-1,0,unknown,no,25057
46,blue-collar,married,primary,no,771,yes,no,cellular,18,nov,708,1,-1,0,unknown,no,25058
45,management,single,tertiary,no,16,no,no,cellular,18,nov,100,1,110,2,failure,no,25059
55,technician,single,secondary,no,2043,yes,no,cellular,18,nov,655,1,-1,0,unknown,no,25060
45,blue-collar,married,secondary,no,1678,yes,no,unknown,18,nov,187,1,154,1,failure,no,25061
47,unemployed,married,secondary,yes,0,no,no,cellular,18,nov,81,2,-1,0,unknown,no,25062
36,management,married,tertiary,no,6172,yes,yes,cellular,18,nov,126,2,-1,0,unknown,no,25063
35,blue-collar,married,primary,no,2878,yes,no,cellular,18,nov,140,2,-1,0,unknown,no,25064
46,unemployed,married,secondary,no,16397,no,no,cellular,18,nov,641,1,-1,0,unknown,no,25065
34,blue-collar,married,secondary,no,233,yes,no,cellular,18,nov,98,1,-1,0,unknown,no,25066
30,unemployed,married,tertiary,no,0,yes,no,cellular,18,nov,756,1,-1,0,unknown,no,25067
32,entrepreneur,married,tertiary,no,11591,yes,no,cellular,18,nov,43,1,-1,0,unknown,no,25068
34,management,divorced,tertiary,no,5754,yes,no,cellular,18,nov,32,1,181,1,failure,no,25069
55,management,divorced,tertiary,no,0,no,no,cellular,18,nov,120,2,-1,0,unknown,no,25070
53,management,married,tertiary,no,8563,yes,no,cellular,18,nov,69,1,-1,0,unknown,no,25071
52,admin.,divorced,secondary,no,2717,no,no,telephone,18,nov,114,1,162,2,failure,no,25072
43,entrepreneur,single,primary,no,103,yes,no,cellular,18,nov,53,1,183,5,failure,no,25073
37,management,married,primary,no,5427,no,no,cellular,18,nov,201,1,159,1,failure,no,25074
39,management,married,secondary,no,1007,yes,no,cellular,18,nov,281,1,-1,0,unknown,no,25075
44,management,married,tertiary,no,3603,yes,no,cellular,18,nov,198,1,-1,0,unknown,no,25076
38,technician,married,tertiary,no,3234,no,no,cellular,18,nov,578,2,-1,0,unknown,yes,25077
32,services,single,secondary,no,48,yes,yes,cellular,18,nov,132,1,-1,0,unknown,no,25078
37,management,single,tertiary,no,1743,yes,no,cellular,18,nov,192,1,113,2,failure,no,25079
35,management,married,secondary,no,53,yes,no,cellular,18,nov,378,1,-1,0,unknown,no,25080
35,services,single,secondary,no,0,no,no,cellular,18,nov,339,1,-1,0,unknown,no,25081
31,blue-collar,married,secondary,no,5345,yes,no,cellular,18,nov,260,1,-1,0,unknown,no,25082
33,self-employed,divorced,tertiary,no,454,no,yes,cellular,18,nov,134,1,-1,0,unknown,no,25083
39,blue-collar,married,primary,no,111,no,no,cellular,18,nov,201,2,-1,0,unknown,no,25084
43,technician,married,secondary,no,17655,yes,no,cellular,18,nov,31,1,-1,0,unknown,no,25085
48,blue-collar,married,primary,no,1092,no,yes,cellular,18,nov,79,1,172,8,failure,no,25086
33,admin.,married,tertiary,no,46,yes,no,cellular,18,nov,95,1,-1,0,unknown,no,25087
58,technician,single,secondary,no,8600,yes,no,cellular,18,nov,61,1,-1,0,unknown,no,25088
50,blue-collar,married,primary,no,5776,no,no,cellular,18,nov,49,3,-1,0,unknown,no,25089
45,self-employed,married,tertiary,no,-312,no,no,telephone,18,nov,46,4,-1,0,unknown,no,25090
36,services,married,primary,no,413,yes,no,telephone,18,nov,84,1,-1,0,unknown,no,25091
33,entrepreneur,married,primary,no,82,yes,no,cellular,18,nov,63,2,-1,0,unknown,no,25092
43,blue-collar,divorced,primary,no,515,yes,no,cellular,18,nov,182,1,-1,0,unknown,no,25093
51,management,married,tertiary,no,5343,no,no,cellular,18,nov,54,1,-1,0,unknown,no,25094
36,self-employed,divorced,tertiary,no,149,no,no,cellular,18,nov,257,2,-1,0,unknown,no,25095
35,management,married,tertiary,no,4943,yes,no,cellular,18,nov,295,1,124,2,failure,no,25096
42,management,married,tertiary,no,2110,no,yes,cellular,18,nov,67,1,110,2,failure,no,25097
34,technician,married,tertiary,no,544,yes,yes,cellular,18,nov,58,2,-1,0,unknown,no,25098
38,admin.,single,tertiary,no,4,yes,yes,cellular,18,nov,71,3,-1,0,unknown,no,25099
41,entrepreneur,married,primary,no,0,yes,yes,cellular,18,nov,311,1,-1,0,unknown,no,25100
52,housemaid,married,secondary,no,1182,yes,no,cellular,18,nov,103,1,-1,0,unknown,no,25101
35,technician,married,secondary,no,1854,yes,no,cellular,18,nov,401,2,-1,0,unknown,no,25102
34,technician,single,secondary,no,1259,yes,no,cellular,18,nov,121,1,-1,0,unknown,no,25103
36,technician,married,secondary,no,6384,yes,yes,cellular,18,nov,97,1,-1,0,unknown,no,25104
50,management,married,tertiary,no,-151,yes,no,cellular,18,nov,63,2,-1,0,unknown,no,25105
32,entrepreneur,married,secondary,no,1996,yes,no,cellular,18,nov,271,1,-1,0,unknown,no,25106
50,admin.,single,secondary,no,642,no,no,cellular,18,nov,435,1,-1,0,unknown,no,25107
42,housemaid,divorced,tertiary,no,364,no,no,cellular,18,nov,52,1,-1,0,unknown,no,25108
59,blue-collar,married,primary,no,0,no,no,cellular,18,nov,167,2,-1,0,unknown,no,25109
32,technician,single,secondary,no,28,yes,no,cellular,18,nov,368,1,-1,0,unknown,no,25110
49,management,single,tertiary,no,1093,yes,no,cellular,18,nov,152,1,-1,0,unknown,no,25111
34,management,married,tertiary,no,-85,no,no,cellular,18,nov,107,1,-1,0,unknown,no,25112
34,management,married,tertiary,no,63,no,no,cellular,18,nov,83,1,102,2,failure,no,25113
41,technician,single,tertiary,no,159,no,no,cellular,18,nov,164,1,-1,0,unknown,no,25114
57,entrepreneur,married,tertiary,no,729,no,no,cellular,18,nov,475,1,-1,0,unknown,no,25115
31,management,single,secondary,no,99,yes,yes,cellular,18,nov,125,1,-1,0,unknown,no,25116
30,management,single,secondary,no,460,yes,no,cellular,18,nov,86,1,-1,0,unknown,no,25117
54,management,married,tertiary,no,214,yes,no,cellular,18,nov,68,1,-1,0,unknown,no,25118
32,blue-collar,single,secondary,no,118,yes,no,cellular,18,nov,216,1,124,1,success,no,25119
49,blue-collar,single,primary,yes,-2604,yes,no,cellular,18,nov,142,1,-1,0,unknown,no,25120
50,self-employed,single,tertiary,no,21,yes,no,cellular,18,nov,157,1,188,1,failure,no,25121
30,management,single,tertiary,no,12569,no,no,cellular,18,nov,87,1,-1,0,unknown,no,25122
30,management,married,tertiary,no,900,no,no,cellular,18,nov,123,1,124,2,failure,no,25123
32,management,single,tertiary,no,27,yes,no,cellular,18,nov,261,1,-1,0,unknown,no,25124
35,blue-collar,married,secondary,no,87,no,no,cellular,18,nov,60,2,-1,0,unknown,no,25125
32,admin.,married,secondary,no,1785,yes,no,cellular,18,nov,51,2,154,6,other,no,25126
55,services,married,secondary,no,3546,yes,yes,cellular,18,nov,588,1,110,2,failure,no,25127
40,self-employed,married,secondary,no,1216,yes,no,cellular,18,nov,52,1,-1,0,unknown,no,25128
31,admin.,married,secondary,no,113,yes,no,cellular,18,nov,474,3,-1,0,unknown,no,25129
32,management,married,tertiary,no,1667,yes,no,cellular,18,nov,164,2,179,3,failure,no,25130
38,blue-collar,married,secondary,no,2008,yes,no,cellular,18,nov,354,1,-1,0,unknown,no,25131
34,blue-collar,married,primary,no,2320,yes,no,cellular,18,nov,63,1,-1,0,unknown,no,25132
32,services,single,secondary,no,2251,yes,yes,cellular,18,nov,131,1,124,1,failure,no,25133
31,admin.,single,secondary,no,2076,no,yes,cellular,18,nov,178,1,127,7,other,no,25134
32,services,divorced,secondary,no,453,yes,no,cellular,18,nov,331,2,-1,0,unknown,no,25135
46,blue-collar,single,primary,no,3046,yes,yes,cellular,18,nov,84,1,183,1,other,no,25136
44,technician,married,secondary,no,533,yes,no,cellular,18,nov,127,1,110,2,failure,no,25137
35,management,single,tertiary,no,2928,yes,no,cellular,18,nov,54,1,-1,0,unknown,no,25138
56,technician,married,secondary,no,803,no,no,cellular,18,nov,432,2,-1,0,unknown,no,25139
32,management,married,tertiary,no,3442,no,no,cellular,18,nov,475,1,-1,0,unknown,no,25140
48,management,married,tertiary,no,-1080,yes,yes,cellular,18,nov,76,3,-1,0,unknown,no,25141
33,management,single,tertiary,no,275,no,no,cellular,18,nov,348,1,-1,0,unknown,no,25142
36,entrepreneur,married,secondary,no,215,yes,yes,cellular,18,nov,309,1,-1,0,unknown,no,25143
51,blue-collar,divorced,secondary,no,1524,yes,no,cellular,18,nov,112,2,-1,0,unknown,no,25144
57,technician,married,secondary,no,6362,yes,yes,cellular,18,nov,66,1,-1,0,unknown,no,25145
58,admin.,married,secondary,no,5680,no,yes,cellular,18,nov,237,2,-1,0,unknown,no,25146
36,blue-collar,married,secondary,no,2894,yes,no,cellular,18,nov,91,1,124,1,failure,no,25147
32,self-employed,single,tertiary,no,519,yes,no,cellular,18,nov,72,1,-1,0,unknown,no,25148
34,management,married,tertiary,no,11,yes,no,cellular,18,nov,123,1,124,1,failure,no,25149
35,entrepreneur,married,secondary,no,1309,yes,no,cellular,18,nov,73,3,-1,0,unknown,no,25150
36,self-employed,married,secondary,no,44,yes,no,cellular,18,nov,199,1,-1,0,unknown,no,25151
32,management,married,tertiary,no,3107,yes,yes,cellular,18,nov,165,2,116,1,failure,no,25152
50,blue-collar,married,secondary,no,1984,yes,no,telephone,18,nov,212,3,-1,0,unknown,no,25153
48,blue-collar,married,secondary,no,3008,yes,yes,cellular,18,nov,163,1,187,3,failure,no,25154
48,management,married,tertiary,no,1600,no,no,cellular,18,nov,448,1,-1,0,unknown,no,25155
32,management,married,tertiary,no,1636,yes,no,cellular,18,nov,124,1,-1,0,unknown,no,25156
54,management,divorced,primary,no,210,no,no,cellular,18,nov,178,1,-1,0,unknown,no,25157
48,management,single,tertiary,no,648,yes,no,cellular,18,nov,290,1,110,2,failure,no,25158
31,blue-collar,single,secondary,no,545,yes,no,cellular,18,nov,195,2,-1,0,unknown,no,25159
51,unemployed,divorced,tertiary,no,5,no,no,cellular,18,nov,124,1,-1,0,unknown,no,25160
38,management,married,tertiary,yes,540,no,no,cellular,18,nov,205,1,-1,0,unknown,no,25161
48,blue-collar,married,primary,no,-298,yes,no,cellular,18,nov,77,1,-1,0,unknown,no,25162
48,unemployed,married,primary,no,484,no,no,cellular,18,nov,399,1,-1,0,unknown,no,25163
35,admin.,married,secondary,no,421,yes,no,cellular,18,nov,350,1,-1,0,unknown,no,25164
41,self-employed,married,tertiary,no,6000,yes,no,cellular,18,nov,265,1,-1,0,unknown,no,25165
39,services,married,secondary,no,173,yes,no,cellular,18,nov,96,2,182,2,failure,no,25166
54,management,married,tertiary,yes,0,no,yes,cellular,18,nov,283,1,-1,0,unknown,no,25167
36,services,married,secondary,no,0,yes,no,cellular,18,nov,1093,2,-1,0,unknown,no,25168
45,self-employed,married,tertiary,no,35589,no,no,telephone,18,nov,570,2,-1,0,unknown,no,25169
52,entrepreneur,married,tertiary,yes,-2,no,no,cellular,18,nov,245,1,-1,0,unknown,no,25170
52,self-employed,single,secondary,no,207,no,yes,cellular,18,nov,179,1,-1,0,unknown,no,25171
34,management,married,tertiary,no,10031,yes,no,cellular,18,nov,65,2,-1,0,unknown,no,25172
38,self-employed,married,tertiary,no,3139,yes,no,cellular,18,nov,177,2,-1,0,unknown,no,25173
39,management,married,tertiary,no,514,no,no,telephone,18,nov,155,4,-1,0,unknown,no,25174
38,entrepreneur,married,tertiary,no,0,yes,no,cellular,18,nov,185,3,-1,0,unknown,no,25175
47,admin.,single,secondary,no,19,yes,yes,cellular,18,nov,90,2,123,1,failure,no,25176
34,services,divorced,secondary,no,107,no,yes,cellular,18,nov,110,2,-1,0,unknown,no,25177
52,blue-collar,married,tertiary,no,297,yes,no,cellular,18,nov,62,2,195,1,failure,no,25178
57,management,divorced,tertiary,no,236,no,no,cellular,18,nov,120,2,-1,0,unknown,no,25179
41,management,married,tertiary,no,25,no,no,cellular,18,nov,431,2,-1,0,unknown,no,25180
41,management,married,secondary,no,99,yes,no,cellular,18,nov,157,2,-1,0,unknown,no,25181
59,technician,divorced,secondary,no,797,yes,no,cellular,18,nov,319,2,165,2,failure,no,25182
34,blue-collar,single,secondary,no,20,yes,yes,cellular,18,nov,262,2,-1,0,unknown,no,25183
45,management,married,tertiary,no,0,no,no,cellular,18,nov,179,2,-1,0,unknown,no,25184
36,services,single,secondary,no,1482,yes,no,cellular,18,nov,177,2,174,1,other,no,25185
48,management,single,tertiary,no,3713,yes,yes,cellular,18,nov,157,2,-1,0,unknown,no,25186
40,management,married,tertiary,no,11,yes,no,cellular,18,nov,65,2,-1,0,unknown,no,25187
38,entrepreneur,married,tertiary,no,678,no,yes,cellular,18,nov,82,2,152,1,failure,no,25188
36,self-employed,divorced,secondary,no,-38,yes,no,cellular,18,nov,244,2,-1,0,unknown,no,25189
47,admin.,single,secondary,no,2540,no,no,cellular,18,nov,110,5,-1,0,unknown,no,25190
42,entrepreneur,married,tertiary,no,337,yes,yes,cellular,18,nov,63,3,-1,0,unknown,no,25191
45,management,married,tertiary,no,-73,no,no,cellular,18,nov,125,2,-1,0,unknown,no,25192
39,services,married,unknown,no,10189,yes,no,cellular,18,nov,186,2,123,2,failure,no,25193
57,management,married,tertiary,no,1357,yes,yes,cellular,18,nov,97,2,-1,0,unknown,no,25194
52,entrepreneur,married,tertiary,no,507,no,no,cellular,18,nov,123,2,-1,0,unknown,no,25195
39,entrepreneur,married,secondary,no,11887,no,no,cellular,18,nov,1181,2,-1,0,unknown,yes,25196
55,entrepreneur,married,tertiary,no,78,no,no,cellular,18,nov,115,2,-1,0,unknown,no,25197
33,technician,married,secondary,no,2746,yes,no,cellular,18,nov,188,2,-1,0,unknown,no,25198
36,management,married,secondary,no,-148,no,no,cellular,18,nov,144,2,-1,0,unknown,no,25199
54,blue-collar,married,secondary,no,506,yes,no,cellular,18,nov,172,2,104,2,failure,no,25200
36,services,single,secondary,no,461,no,no,cellular,18,nov,434,2,-1,0,unknown,no,25201
46,services,single,secondary,no,897,yes,no,telephone,18,nov,82,2,-1,0,unknown,no,25202
33,admin.,married,tertiary,no,99,yes,yes,cellular,18,nov,55,2,-1,0,unknown,no,25203
51,management,married,tertiary,no,-516,yes,no,cellular,18,nov,120,2,187,2,failure,no,25204
59,housemaid,single,secondary,no,26172,no,no,cellular,18,nov,54,2,-1,0,unknown,no,25205
44,management,single,tertiary,no,1356,no,yes,cellular,18,nov,264,2,134,2,other,no,25206
35,management,married,tertiary,no,646,yes,no,cellular,18,nov,84,2,-1,0,unknown,no,25207
47,blue-collar,married,primary,no,1533,no,yes,cellular,18,nov,273,2,96,4,failure,no,25208
36,blue-collar,married,secondary,no,801,yes,yes,cellular,18,nov,250,2,-1,0,unknown,no,25209
32,management,single,secondary,no,416,yes,no,cellular,18,nov,268,2,-1,0,unknown,no,25210
31,blue-collar,single,secondary,no,530,no,yes,cellular,18,nov,251,2,-1,0,unknown,no,25211
41,technician,married,secondary,no,862,no,no,cellular,18,nov,474,2,-1,0,unknown,no,25212
58,services,married,secondary,no,4428,no,no,telephone,18,nov,234,3,-1,0,unknown,no,25213
34,blue-collar,married,primary,no,500,yes,no,cellular,18,nov,240,2,182,1,failure,no,25214
49,management,divorced,tertiary,no,0,yes,no,telephone,18,nov,32,2,-1,0,unknown,no,25215
40,management,married,tertiary,no,5,yes,no,cellular,18,nov,219,3,-1,0,unknown,no,25216
45,technician,single,tertiary,no,0,yes,no,cellular,18,nov,139,2,-1,0,unknown,no,25217
48,admin.,married,secondary,no,1208,no,no,telephone,18,nov,126,4,-1,0,unknown,no,25218
59,entrepreneur,married,tertiary,no,1553,no,yes,cellular,18,nov,79,2,-1,0,unknown,no,25219
40,technician,single,secondary,no,2141,no,no,cellular,18,nov,107,3,-1,0,unknown,no,25220
54,admin.,married,secondary,no,3729,no,yes,cellular,18,nov,597,2,116,1,other,no,25221
47,management,married,secondary,no,21,yes,no,cellular,18,nov,229,2,-1,0,unknown,no,25222
33,services,married,secondary,no,244,yes,no,cellular,18,nov,231,2,-1,0,unknown,no,25223
48,housemaid,single,secondary,no,1042,no,no,telephone,18,nov,129,2,-1,0,unknown,no,25224
30,blue-collar,married,secondary,no,246,yes,no,cellular,18,nov,166,2,113,5,failure,no,25225
33,unemployed,divorced,secondary,no,0,yes,no,cellular,18,nov,91,2,-1,0,unknown,no,25226
36,management,married,tertiary,no,-92,no,yes,cellular,18,nov,196,3,-1,0,unknown,no,25227
59,retired,married,tertiary,no,4589,no,no,cellular,18,nov,94,2,-1,0,unknown,no,25228
43,management,single,tertiary,no,-56,yes,no,cellular,18,nov,146,2,151,14,failure,no,25229
52,services,married,secondary,no,2257,yes,no,telephone,18,nov,102,2,188,1,failure,no,25230
36,blue-collar,married,secondary,no,402,no,yes,cellular,18,nov,86,2,154,1,failure,no,25231
33,student,single,tertiary,no,4,yes,no,cellular,18,nov,203,2,-1,0,unknown,no,25232
31,management,married,unknown,no,668,no,no,cellular,18,nov,75,2,-1,0,unknown,no,25233
39,management,married,secondary,no,517,yes,no,cellular,18,nov,387,3,196,2,failure,no,25234
32,management,single,tertiary,no,0,yes,no,cellular,18,nov,244,2,168,1,other,no,25235
46,management,married,tertiary,no,0,no,no,cellular,18,nov,716,2,110,3,other,yes,25236
39,blue-collar,married,secondary,no,0,yes,no,cellular,18,nov,420,2,-1,0,unknown,no,25237
33,management,married,secondary,no,480,yes,no,cellular,18,nov,422,2,-1,0,unknown,no,25238
45,management,single,tertiary,no,5694,yes,no,cellular,18,nov,145,2,193,2,failure,no,25239
54,self-employed,married,tertiary,no,368,no,no,cellular,18,nov,74,2,110,4,failure,no,25240
43,services,married,primary,no,-2122,yes,yes,cellular,18,nov,141,3,-1,0,unknown,no,25241
41,entrepreneur,married,secondary,no,-1882,yes,no,cellular,18,nov,17,5,151,2,other,no,25242
35,admin.,married,secondary,no,122,yes,no,cellular,18,nov,51,4,-1,0,unknown,no,25243
36,technician,divorced,tertiary,no,1174,yes,no,cellular,18,nov,192,2,-1,0,unknown,no,25244
59,management,married,tertiary,no,3969,no,no,cellular,18,nov,464,3,-1,0,unknown,no,25245
36,entrepreneur,single,secondary,no,296,no,no,cellular,18,nov,67,2,111,2,failure,no,25246
31,admin.,married,secondary,no,0,yes,yes,cellular,18,nov,79,3,-1,0,unknown,no,25247
36,management,married,tertiary,no,549,yes,no,cellular,18,nov,72,2,-1,0,unknown,no,25248
50,admin.,single,secondary,no,5816,yes,no,telephone,18,nov,119,2,-1,0,unknown,no,25249
